Date,Time,Usage Percentage,Convert Litter,Special Events,Is Weekend
2024-03-11,08:30:00,33.15,331.5,Normal day,False
2024-03-11,09:00:00,15.47,154.7,Normal day,False
2024-03-11,09:30:00,10.34,103.4,Normal day,False
2024-03-11,10:00:00,13.01,130.1,Normal day,False
2024-03-11,10:30:00,16.87,168.7,Normal day,False
2024-03-11,11:00:00,16.68,166.8,Normal day,False
2024-03-11,11:30:00,10.43,104.3,Normal day,False
2024-03-11,12:00:00,35.04,350.4,Normal day,False
2024-03-11,12:30:00,31.6,316.0,Normal day,False
2024-03-11,13:00:00,39.93,399.3,Normal day,False
2024-03-11,13:30:00,44.53,445.3,Normal day,False
2024-03-11,14:00:00,24.97,249.7,Normal day,False
2024-03-11,14:30:00,18.91,189.1,Normal day,False
2024-03-11,15:00:00,20.52,205.2,Normal day,False
2024-03-11,15:30:00,13.64,136.4,Normal day,False
2024-03-11,16:00:00,22.26,222.6,Normal day,False
2024-03-11,16:30:00,18.64,186.4,Normal day,False
2024-03-11,17:00:00,18.37,183.7,Normal day,False
2024-03-11,17:30:00,22.56,225.6,Normal day,False
2024-03-11,18:00:00,59.45,594.5,Normal day,False
2024-03-11,18:30:00,54.81,548.1,Normal day,False
2024-03-11,19:00:00,56.8,568.0,Normal day,False
2024-03-11,19:30:00,63.89,638.9,Normal day,False
2024-03-11,20:00:00,55.16,551.6,Normal day,False
2024-03-11,20:30:00,50.12,501.2,Normal day,False
2024-03-11,21:00:00,61.43,614.3,Normal day,False
2024-03-11,21:30:00,62.44,624.4,Normal day,False
2024-03-11,22:00:00,7.15,71.5,Normal day,False
2024-03-11,22:30:00,5.71,57.1,Normal day,False
2024-03-11,23:00:00,13.48,134.8,Normal day,False
2024-03-11,23:30:00,10.97,109.7,Normal day,False
2024-03-12,00:00:00,10.05,100.5,Normal day,False
2024-03-12,00:30:00,12.67,126.7,Normal day,False
2024-03-12,01:00:00,10.8,108.0,Normal day,False
2024-03-12,01:30:00,5.64,56.4,Normal day,False
2024-03-12,02:00:00,9.38,93.8,Normal day,False
2024-03-12,02:30:00,15.71,157.1,Normal day,False
2024-03-12,03:00:00,6.44,64.4,Normal day,False
2024-03-12,03:30:00,10.58,105.8,Normal day,False
2024-03-12,04:00:00,11.14,111.4,Normal day,False
2024-03-12,04:30:00,6.42,64.2,Normal day,False
2024-03-12,05:00:00,30.53,305.3,Normal day,False
2024-03-12,05:30:00,41.28,412.8,Normal day,False
2024-03-12,06:00:00,42.08,420.8,Normal day,False
2024-03-12,06:30:00,37.85,378.5,Normal day,False
2024-03-12,07:00:00,43.06,430.6,Normal day,False
2024-03-12,07:30:00,43.29,432.9,Normal day,False
2024-03-12,08:00:00,33.8,338.0,Normal day,False
2024-03-12,08:30:00,47.85,478.5,Normal day,False
2024-03-12,09:00:00,16.54,165.4,Normal day,False
2024-03-12,09:30:00,15.09,150.9,Normal day,False
2024-03-12,10:00:00,13.58,135.8,Normal day,False
2024-03-12,10:30:00,12.82,128.2,Normal day,False
2024-03-12,11:00:00,15.66,156.6,Normal day,False
2024-03-12,11:30:00,16.98,169.8,Normal day,False
2024-03-12,12:00:00,49.21,492.1,Normal day,False
2024-03-12,12:30:00,37.58,375.8,Normal day,False
2024-03-12,13:00:00,38.57,385.7,Normal day,False
2024-03-12,13:30:00,42.75,427.5,Normal day,False
2024-03-12,14:00:00,16.57,165.7,Normal day,False
2024-03-12,14:30:00,21.33,213.3,Normal day,False
2024-03-12,15:00:00,24.56,245.6,Normal day,False
2024-03-12,15:30:00,10.66,106.6,Normal day,False
2024-03-12,16:00:00,17.75,177.5,Normal day,False
2024-03-12,16:30:00,20.42,204.2,Normal day,False
2024-03-12,17:00:00,10.94,109.4,Normal day,False
2024-03-12,17:30:00,21.01,210.1,Normal day,False
2024-03-12,18:00:00,69.32,693.2,Normal day,False
2024-03-12,18:30:00,57.94,579.4,Normal day,False
2024-03-12,19:00:00,66.85,668.5,Normal day,False
2024-03-12,19:30:00,70.84,708.4,Normal day,False
2024-03-12,20:00:00,48.51,485.1,Normal day,False
2024-03-12,20:30:00,47.28,472.8,Normal day,False
2024-03-12,21:00:00,54.35,543.5,Normal day,False
2024-03-12,21:30:00,55.28,552.8,Normal day,False
2024-03-12,22:00:00,13.45,134.5,Normal day,False
2024-03-12,22:30:00,11.02,110.2,Normal day,False
2024-03-12,23:00:00,8.56,85.6,Normal day,False
2024-03-12,23:30:00,12.5,125.0,Normal day,False
2024-03-13,00:00:00,5.4,54.0,Normal day,False
2024-03-13,00:30:00,10.08,100.8,Normal day,False
2024-03-13,01:00:00,9.0,90.0,Normal day,False
2024-03-13,01:30:00,7.48,74.8,Normal day,False
2024-03-13,02:00:00,9.55,95.5,Normal day,False
2024-03-13,02:30:00,11.02,110.2,Normal day,False
2024-03-13,03:00:00,14.51,145.1,Normal day,False
2024-03-13,03:30:00,5.18,51.8,Normal day,False
2024-03-13,04:00:00,6.95,69.5,Normal day,False
2024-03-13,04:30:00,14.64,146.4,Normal day,False
2024-03-13,05:00:00,31.57,315.7,Normal day,False
2024-03-13,05:30:00,47.46,474.6,Normal day,False
2024-03-13,06:00:00,45.52,455.2,Normal day,False
2024-03-13,06:30:00,38.34,383.4,Normal day,False
2024-03-13,07:00:00,33.69,336.9,Normal day,False
2024-03-13,07:30:00,31.71,317.1,Normal day,False
2024-03-13,08:00:00,37.4,374.0,Normal day,False
2024-03-13,08:30:00,33.75,337.5,Normal day,False
2024-03-13,09:00:00,11.99,119.9,Normal day,False
2024-03-13,09:30:00,10.08,100.8,Normal day,False
2024-03-13,10:00:00,15.48,154.8,Normal day,False
2024-03-13,10:30:00,10.81,108.1,Normal day,False
2024-03-13,11:00:00,13.97,139.7,Normal day,False
2024-03-13,11:30:00,14.28,142.8,Normal day,False
2024-03-13,12:00:00,40.08,400.8,Normal day,False
2024-03-13,12:30:00,42.12,421.2,Normal day,False
2024-03-13,13:00:00,35.25,352.5,Normal day,False
2024-03-13,13:30:00,52.59,525.9,Normal day,False
2024-03-13,14:00:00,10.88,108.8,Normal day,False
2024-03-13,14:30:00,22.45,224.5,Normal day,False
2024-03-13,15:00:00,13.75,137.5,Normal day,False
2024-03-13,15:30:00,9.63,96.3,Normal day,False
2024-03-13,16:00:00,15.87,158.7,Normal day,False
2024-03-13,16:30:00,13.41,134.1,Normal day,False
2024-03-13,17:00:00,12.47,124.7,Normal day,False
2024-03-13,17:30:00,10.0,100.0,Normal day,False
2024-03-13,18:00:00,57.74,577.4,Normal day,False
2024-03-13,18:30:00,57.45,574.5,Normal day,False
2024-03-13,19:00:00,52.71,527.1,Normal day,False
2024-03-13,19:30:00,50.75,507.5,Normal day,False
2024-03-13,20:00:00,51.72,517.2,Normal day,False
2024-03-13,20:30:00,62.76,627.6,Normal day,False
2024-03-13,21:00:00,66.38,663.8,Normal day,False
2024-03-13,21:30:00,60.21,602.1,Normal day,False
2024-03-13,22:00:00,9.33,93.3,Normal day,False
2024-03-13,22:30:00,14.63,146.3,Normal day,False
2024-03-13,23:00:00,14.94,149.4,Normal day,False
2024-03-13,23:30:00,8.19,81.9,Normal day,False
2024-03-14,00:00:00,6.3,63.0,Normal day,False
2024-03-14,00:30:00,6.18,61.8,Normal day,False
2024-03-14,01:00:00,12.56,125.6,Normal day,False
2024-03-14,01:30:00,14.53,145.3,Normal day,False
2024-03-14,02:00:00,8.24,82.4,Normal day,False
2024-03-14,02:30:00,8.51,85.1,Normal day,False
2024-03-14,03:00:00,12.87,128.7,Normal day,False
2024-03-14,03:30:00,12.74,127.4,Normal day,False
2024-03-14,04:00:00,15.05,150.5,Normal day,False
2024-03-14,04:30:00,11.67,116.7,Normal day,False
2024-03-14,05:00:00,28.97,289.7,Normal day,False
2024-03-14,05:30:00,37.13,371.3,Normal day,False
2024-03-14,06:00:00,38.34,383.4,Normal day,False
2024-03-14,06:30:00,34.15,341.5,Normal day,False
2024-03-14,07:00:00,30.42,304.2,Normal day,False
2024-03-14,07:30:00,33.73,337.3,Normal day,False
2024-03-14,08:00:00,30.13,301.3,Normal day,False
2024-03-14,08:30:00,41.9,419.0,Normal day,False
2024-03-14,09:00:00,11.97,119.7,Normal day,False
2024-03-14,09:30:00,18.69,186.9,Normal day,False
2024-03-14,10:00:00,16.69,166.9,Normal day,False
2024-03-14,10:30:00,13.12,131.2,Normal day,False
2024-03-14,11:00:00,9.61,96.1,Normal day,False
2024-03-14,11:30:00,11.18,111.8,Normal day,False
2024-03-14,12:00:00,46.16,461.6,Normal day,False
2024-03-14,12:30:00,33.04,330.4,Normal day,False
2024-03-14,13:00:00,36.3,363.0,Normal day,False
2024-03-14,13:30:00,36.13,361.3,Normal day,False
2024-03-14,14:00:00,11.14,111.4,Normal day,False
2024-03-14,14:30:00,16.23,162.3,Normal day,False
2024-03-14,15:00:00,9.74,97.4,Normal day,False
2024-03-14,15:30:00,16.39,163.9,Normal day,False
2024-03-14,16:00:00,17.0,170.0,Normal day,False
2024-03-14,16:30:00,25.76,257.6,Normal day,False
2024-03-14,17:00:00,14.85,148.5,Normal day,False
2024-03-14,17:30:00,22.73,227.3,Normal day,False
2024-03-14,18:00:00,60.19,601.9,Normal day,False
2024-03-14,18:30:00,47.86,478.6,Normal day,False
2024-03-14,19:00:00,62.65,626.5,Normal day,False
2024-03-14,19:30:00,56.9,569.0,Normal day,False
2024-03-14,20:00:00,57.12,571.2,Normal day,False
2024-03-14,20:30:00,72.22,722.2,Normal day,False
2024-03-14,21:00:00,61.58,615.8,Normal day,False
2024-03-14,21:30:00,60.79,607.9,Normal day,False
2024-03-14,22:00:00,12.99,129.9,Normal day,False
2024-03-14,22:30:00,14.07,140.7,Normal day,False
2024-03-14,23:00:00,13.85,138.5,Normal day,False
2024-03-14,23:30:00,9.59,95.9,Normal day,False
2024-03-15,00:00:00,12.31,123.1,Normal day,False
2024-03-15,00:30:00,6.13,61.3,Normal day,False
2024-03-15,01:00:00,10.2,102.0,Normal day,False
2024-03-15,01:30:00,12.26,122.6,Normal day,False
2024-03-15,02:00:00,10.4,104.0,Normal day,False
2024-03-15,02:30:00,5.43,54.3,Normal day,False
2024-03-15,03:00:00,10.09,100.9,Normal day,False
2024-03-15,03:30:00,5.76,57.6,Normal day,False
2024-03-15,04:00:00,8.37,83.7,Normal day,False
2024-03-15,04:30:00,10.97,109.7,Normal day,False
2024-03-15,05:00:00,27.01,270.1,Normal day,False
2024-03-15,05:30:00,41.69,416.9,Normal day,False
2024-03-15,06:00:00,30.1,301.0,Normal day,False
2024-03-15,06:30:00,36.78,367.8,Normal day,False
2024-03-15,07:00:00,37.26,372.6,Normal day,False
2024-03-15,07:30:00,32.54,325.4,Normal day,False
2024-03-15,08:00:00,31.4,314.0,Normal day,False
2024-03-15,08:30:00,38.02,380.2,Normal day,False
2024-03-15,09:00:00,12.12,121.2,Normal day,False
2024-03-15,09:30:00,13.48,134.8,Normal day,False
2024-03-15,10:00:00,12.79,127.9,Normal day,False
2024-03-15,10:30:00,16.7,167.0,Normal day,False
2024-03-15,11:00:00,19.73,197.3,Normal day,False
2024-03-15,11:30:00,13.39,133.9,Normal day,False
2024-03-15,12:00:00,39.76,397.6,Normal day,False
2024-03-15,12:30:00,44.79,447.9,Normal day,False
2024-03-15,13:00:00,38.47,384.7,Normal day,False
2024-03-15,13:30:00,36.77,367.7,Normal day,False
2024-03-15,14:00:00,13.03,130.3,Normal day,False
2024-03-15,14:30:00,12.2,122.0,Normal day,False
2024-03-15,15:00:00,24.82,248.2,Normal day,False
2024-03-15,15:30:00,21.7,217.0,Normal day,False
2024-03-15,16:00:00,23.41,234.1,Normal day,False
2024-03-15,16:30:00,16.42,164.2,Normal day,False
2024-03-15,17:00:00,9.67,96.7,Normal day,False
2024-03-15,17:30:00,18.09,180.9,Normal day,False
2024-03-15,18:00:00,49.65,496.5,Normal day,False
2024-03-15,18:30:00,58.9,589.0,Normal day,False
2024-03-15,19:00:00,63.03,630.3,Normal day,False
2024-03-15,19:30:00,53.97,539.7,Normal day,False
2024-03-15,20:00:00,65.76,657.6,Normal day,False
2024-03-15,20:30:00,57.32,573.2,Normal day,False
2024-03-15,21:00:00,53.37,533.7,Normal day,False
2024-03-15,21:30:00,60.23,602.3,Normal day,False
2024-03-15,22:00:00,11.56,115.6,Normal day,False
2024-03-15,22:30:00,13.55,135.5,Normal day,False
2024-03-15,23:00:00,15.11,151.1,Normal day,False
2024-03-15,23:30:00,6.97,69.7,Normal day,False
2024-03-16,00:00:00,17.36,173.6,Visitors,True
2024-03-16,00:30:00,9.21,92.1,Visitors,True
2024-03-16,01:00:00,15.59,155.9,Visitors,True
2024-03-16,01:30:00,10.74,107.4,Visitors,True
2024-03-16,02:00:00,15.99,159.9,Visitors,True
2024-03-16,02:30:00,13.95,139.5,Visitors,True
2024-03-16,03:00:00,10.62,106.2,Visitors,True
2024-03-16,03:30:00,13.46,134.6,Visitors,True
2024-03-16,04:00:00,15.01,150.1,Visitors,True
2024-03-16,04:30:00,15.36,153.6,Visitors,True
2024-03-16,05:00:00,10.44,104.4,Visitors,True
2024-03-16,05:30:00,12.21,122.1,Visitors,True
2024-03-16,06:00:00,10.01,100.1,Visitors,True
2024-03-16,06:30:00,16.68,166.8,Visitors,True
2024-03-16,07:00:00,67.33,673.3,Visitors,True
2024-03-16,07:30:00,77.04,770.4,Visitors,True
2024-03-16,08:00:00,72.17,721.7,Visitors,True
2024-03-16,08:30:00,84.5,845.0,Visitors,True
2024-03-16,09:00:00,73.2,732.0,Visitors,True
2024-03-16,09:30:00,88.36,883.6,Visitors,True
2024-03-16,10:00:00,70.73,707.3,Visitors,True
2024-03-16,10:30:00,71.63,716.3,Visitors,True
2024-03-16,11:00:00,52.97,529.7,Visitors,True
2024-03-16,11:30:00,61.13,611.3,Visitors,True
2024-03-16,12:00:00,43.19,431.9,Visitors,True
2024-03-16,12:30:00,50.87,508.7,Visitors,True
2024-03-16,13:00:00,62.95,629.5,Visitors,True
2024-03-16,13:30:00,69.38,693.8,Visitors,True
2024-03-16,14:00:00,79.39,793.9,Visitors,True
2024-03-16,14:30:00,59.5,595.0,Visitors,True
2024-03-16,15:00:00,40.47,404.7,Visitors,True
2024-03-16,15:30:00,50.36,503.6,Visitors,True
2024-03-16,16:00:00,52.24,522.4,Visitors,True
2024-03-16,16:30:00,66.76,667.6,Visitors,True
2024-03-16,17:00:00,54.03,540.3,Visitors,True
2024-03-16,17:30:00,51.32,513.2,Visitors,True
2024-03-16,18:00:00,92.0,920.0,Visitors,True
2024-03-16,18:30:00,77.11,771.1,Visitors,True
2024-03-16,19:00:00,80.85,808.5,Visitors,True
2024-03-16,19:30:00,80.24,802.4,Visitors,True
2024-03-16,20:00:00,89.16,891.6,Visitors,True
2024-03-16,20:30:00,80.96,809.6,Visitors,True
2024-03-16,21:00:00,93.26,932.6,Visitors,True
2024-03-16,21:30:00,79.1,791.0,Visitors,True
2024-03-16,22:00:00,90.45,904.5,Visitors,True
2024-03-16,22:30:00,94.52,945.2,Visitors,True
2024-03-16,23:00:00,14.36,143.6,Visitors,True
2024-03-16,23:30:00,16.85,168.5,Visitors,True
2024-03-17,00:00:00,8.62,86.2,Normal day,True
2024-03-17,00:30:00,14.04,140.4,Normal day,True
2024-03-17,01:00:00,8.97,89.7,Normal day,True
2024-03-17,01:30:00,10.05,100.5,Normal day,True
2024-03-17,02:00:00,12.43,124.3,Normal day,True
2024-03-17,02:30:00,8.59,85.9,Normal day,True
2024-03-17,03:00:00,7.87,78.7,Normal day,True
2024-03-17,03:30:00,7.28,72.8,Normal day,True
2024-03-17,04:00:00,9.56,95.6,Normal day,True
2024-03-17,04:30:00,15.21,152.1,Normal day,True
2024-03-17,05:00:00,10.46,104.6,Normal day,True
2024-03-17,05:30:00,9.72,97.2,Normal day,True
2024-03-17,06:00:00,10.93,109.3,Normal day,True
2024-03-17,06:30:00,14.6,146.0,Normal day,True
2024-03-17,07:00:00,63.67,636.7,Normal day,True
2024-03-17,07:30:00,55.15,551.5,Normal day,True
2024-03-17,08:00:00,67.86,678.6,Normal day,True
2024-03-17,08:30:00,63.54,635.4,Normal day,True
2024-03-17,09:00:00,51.75,517.5,Normal day,True
2024-03-17,09:30:00,56.55,565.5,Normal day,True
2024-03-17,10:00:00,55.33,553.3,Normal day,True
2024-03-17,10:30:00,60.67,606.7,Normal day,True
2024-03-17,11:00:00,39.71,397.1,Normal day,True
2024-03-17,11:30:00,46.15,461.5,Normal day,True
2024-03-17,12:00:00,38.87,388.7,Normal day,True
2024-03-17,12:30:00,36.79,367.9,Normal day,True
2024-03-17,13:00:00,43.46,434.6,Normal day,True
2024-03-17,13:30:00,56.04,560.4,Normal day,True
2024-03-17,14:00:00,59.9,599.0,Normal day,True
2024-03-17,14:30:00,52.16,521.6,Normal day,True
2024-03-17,15:00:00,31.75,317.5,Normal day,True
2024-03-17,15:30:00,33.22,332.2,Normal day,True
2024-03-17,16:00:00,46.92,469.2,Normal day,True
2024-03-17,16:30:00,33.17,331.7,Normal day,True
2024-03-17,17:00:00,43.75,437.5,Normal day,True
2024-03-17,17:30:00,39.72,397.2,Normal day,True
2024-03-17,18:00:00,62.5,625.0,Normal day,True
2024-03-17,18:30:00,74.78,747.8,Normal day,True
2024-03-17,19:00:00,70.31,703.1,Normal day,True
2024-03-17,19:30:00,63.34,633.4,Normal day,True
2024-03-17,20:00:00,69.15,691.5,Normal day,True
2024-03-17,20:30:00,79.82,798.2,Normal day,True
2024-03-17,21:00:00,64.53,645.3,Normal day,True
2024-03-17,21:30:00,68.79,687.9,Normal day,True
2024-03-17,22:00:00,68.82,688.2,Normal day,True
2024-03-17,22:30:00,75.04,750.4,Normal day,True
2024-03-17,23:00:00,13.19,131.9,Normal day,True
2024-03-17,23:30:00,12.69,126.9,Normal day,True
2024-03-18,00:00:00,14.37,143.7,Normal day,False
2024-03-18,00:30:00,10.72,107.2,Normal day,False
2024-03-18,01:00:00,7.31,73.1,Normal day,False
2024-03-18,01:30:00,6.22,62.2,Normal day,False
2024-03-18,02:00:00,7.02,70.2,Normal day,False
2024-03-18,02:30:00,8.17,81.7,Normal day,False
2024-03-18,03:00:00,9.53,95.3,Normal day,False
2024-03-18,03:30:00,13.04,130.4,Normal day,False
2024-03-18,04:00:00,10.89,108.9,Normal day,False
2024-03-18,04:30:00,6.31,63.1,Normal day,False
2024-03-18,05:00:00,38.29,382.9,Normal day,False
2024-03-18,05:30:00,36.09,360.9,Normal day,False
2024-03-18,06:00:00,33.26,332.6,Normal day,False
2024-03-18,06:30:00,37.49,374.9,Normal day,False
2024-03-18,07:00:00,38.3,383.0,Normal day,False
2024-03-18,07:30:00,34.82,348.2,Normal day,False
2024-03-18,08:00:00,42.22,422.2,Normal day,False
2024-03-18,08:30:00,38.17,381.7,Normal day,False
2024-03-18,09:00:00,11.0,110.0,Normal day,False
2024-03-18,09:30:00,15.13,151.3,Normal day,False
2024-03-18,10:00:00,17.41,174.1,Normal day,False
2024-03-18,10:30:00,14.68,146.8,Normal day,False
2024-03-18,11:00:00,15.07,150.7,Normal day,False
2024-03-18,11:30:00,9.5,95.0,Normal day,False
2024-03-18,12:00:00,40.97,409.7,Normal day,False
2024-03-18,12:30:00,49.82,498.2,Normal day,False
2024-03-18,13:00:00,48.85,488.5,Normal day,False
2024-03-18,13:30:00,34.33,343.3,Normal day,False
2024-03-18,14:00:00,17.73,177.3,Normal day,False
2024-03-18,14:30:00,17.04,170.4,Normal day,False
2024-03-18,15:00:00,20.75,207.5,Normal day,False
2024-03-18,15:30:00,16.32,163.2,Normal day,False
2024-03-18,16:00:00,12.32,123.2,Normal day,False
2024-03-18,16:30:00,13.69,136.9,Normal day,False
2024-03-18,17:00:00,10.63,106.3,Normal day,False
2024-03-18,17:30:00,13.1,131.0,Normal day,False
2024-03-18,18:00:00,53.68,536.8,Normal day,False
2024-03-18,18:30:00,45.29,452.9,Normal day,False
2024-03-18,19:00:00,60.3,603.0,Normal day,False
2024-03-18,19:30:00,51.25,512.5,Normal day,False
2024-03-18,20:00:00,48.77,487.7,Normal day,False
2024-03-18,20:30:00,62.88,628.8,Normal day,False
2024-03-18,21:00:00,59.1,591.0,Normal day,False
2024-03-18,21:30:00,65.24,652.4,Normal day,False
2024-03-18,22:00:00,8.61,86.1,Normal day,False
2024-03-18,22:30:00,5.89,58.9,Normal day,False
2024-03-18,23:00:00,12.63,126.3,Normal day,False
2024-03-18,23:30:00,12.14,121.4,Normal day,False
2024-03-19,00:00:00,8.28,82.8,Normal day,False
2024-03-19,00:30:00,8.4,84.0,Normal day,False
2024-03-19,01:00:00,5.45,54.5,Normal day,False
2024-03-19,01:30:00,9.04,90.4,Normal day,False
2024-03-19,02:00:00,11.35,113.5,Normal day,False
2024-03-19,02:30:00,13.7,137.0,Normal day,False
2024-03-19,03:00:00,13.5,135.0,Normal day,False
2024-03-19,03:30:00,11.22,112.2,Normal day,False
2024-03-19,04:00:00,10.69,106.9,Normal day,False
2024-03-19,04:30:00,12.97,129.7,Normal day,False
2024-03-19,05:00:00,28.18,281.8,Normal day,False
2024-03-19,05:30:00,31.46,314.6,Normal day,False
2024-03-19,06:00:00,36.99,369.9,Normal day,False
2024-03-19,06:30:00,31.86,318.6,Normal day,False
2024-03-19,07:00:00,42.03,420.3,Normal day,False
2024-03-19,07:30:00,40.59,405.9,Normal day,False
2024-03-19,08:00:00,45.48,454.8,Normal day,False
2024-03-19,08:30:00,34.16,341.6,Normal day,False
2024-03-19,09:00:00,10.42,104.2,Normal day,False
2024-03-19,09:30:00,15.07,150.7,Normal day,False
2024-03-19,10:00:00,19.36,193.6,Normal day,False
2024-03-19,10:30:00,14.51,145.1,Normal day,False
2024-03-19,11:00:00,16.47,164.7,Normal day,False
2024-03-19,11:30:00,15.26,152.6,Normal day,False
2024-03-19,12:00:00,46.77,467.7,Normal day,False
2024-03-19,12:30:00,31.47,314.7,Normal day,False
2024-03-19,13:00:00,38.96,389.6,Normal day,False
2024-03-19,13:30:00,35.59,355.9,Normal day,False
2024-03-19,14:00:00,23.08,230.8,Normal day,False
2024-03-19,14:30:00,19.72,197.2,Normal day,False
2024-03-19,15:00:00,20.11,201.1,Normal day,False
2024-03-19,15:30:00,15.78,157.8,Normal day,False
2024-03-19,16:00:00,12.72,127.2,Normal day,False
2024-03-19,16:30:00,22.18,221.8,Normal day,False
2024-03-19,17:00:00,11.66,116.6,Normal day,False
2024-03-19,17:30:00,17.22,172.2,Normal day,False
2024-03-19,18:00:00,49.02,490.2,Normal day,False
2024-03-19,18:30:00,51.02,510.2,Normal day,False
2024-03-19,19:00:00,52.61,526.1,Normal day,False
2024-03-19,19:30:00,54.84,548.4,Normal day,False
2024-03-19,20:00:00,47.0,470.0,Normal day,False
2024-03-19,20:30:00,53.12,531.2,Normal day,False
2024-03-19,21:00:00,72.11,721.1,Normal day,False
2024-03-19,21:30:00,62.49,624.9,Normal day,False
2024-03-19,22:00:00,13.17,131.7,Normal day,False
2024-03-19,22:30:00,5.04,50.4,Normal day,False
2024-03-19,23:00:00,6.25,62.5,Normal day,False
2024-03-19,23:30:00,7.77,77.7,Normal day,False
2024-03-20,00:00:00,6.67,66.7,Normal day,False
2024-03-20,00:30:00,7.0,70.0,Normal day,False
2024-03-20,01:00:00,6.18,61.8,Normal day,False
2024-03-20,01:30:00,7.15,71.5,Normal day,False
2024-03-20,02:00:00,5.81,58.1,Normal day,False
2024-03-20,02:30:00,10.03,100.3,Normal day,False
2024-03-20,03:00:00,10.52,105.2,Normal day,False
2024-03-20,03:30:00,7.83,78.3,Normal day,False
2024-03-20,04:00:00,13.85,138.5,Normal day,False
2024-03-20,04:30:00,11.76,117.6,Normal day,False
2024-03-20,05:00:00,29.58,295.8,Normal day,False
2024-03-20,05:30:00,39.64,396.4,Normal day,False
2024-03-20,06:00:00,35.39,353.9,Normal day,False
2024-03-20,06:30:00,40.94,409.4,Normal day,False
2024-03-20,07:00:00,37.37,373.7,Normal day,False
2024-03-20,07:30:00,41.53,415.3,Normal day,False
2024-03-20,08:00:00,39.31,393.1,Normal day,False
2024-03-20,08:30:00,36.89,368.9,Normal day,False
2024-03-20,09:00:00,17.4,174.0,Normal day,False
2024-03-20,09:30:00,18.44,184.4,Normal day,False
2024-03-20,10:00:00,17.86,178.6,Normal day,False
2024-03-20,10:30:00,12.2,122.0,Normal day,False
2024-03-20,11:00:00,16.17,161.7,Normal day,False
2024-03-20,11:30:00,16.3,163.0,Normal day,False
2024-03-20,12:00:00,47.91,479.1,Normal day,False
2024-03-20,12:30:00,41.78,417.8,Normal day,False
2024-03-20,13:00:00,42.82,428.2,Normal day,False
2024-03-20,13:30:00,38.6,386.0,Normal day,False
2024-03-20,14:00:00,15.22,152.2,Normal day,False
2024-03-20,14:30:00,16.21,162.1,Normal day,False
2024-03-20,15:00:00,18.88,188.8,Normal day,False
2024-03-20,15:30:00,22.74,227.4,Normal day,False
2024-03-20,16:00:00,10.63,106.3,Normal day,False
2024-03-20,16:30:00,22.44,224.4,Normal day,False
2024-03-20,17:00:00,21.87,218.7,Normal day,False
2024-03-20,17:30:00,22.45,224.5,Normal day,False
2024-03-20,18:00:00,55.61,556.1,Normal day,False
2024-03-20,18:30:00,63.34,633.4,Normal day,False
2024-03-20,19:00:00,57.93,579.3,Normal day,False
2024-03-20,19:30:00,56.75,567.5,Normal day,False
2024-03-20,20:00:00,66.95,669.5,Normal day,False
2024-03-20,20:30:00,59.43,594.3,Normal day,False
2024-03-20,21:00:00,53.99,539.9,Normal day,False
2024-03-20,21:30:00,56.97,569.7,Normal day,False
2024-03-20,22:00:00,12.47,124.7,Normal day,False
2024-03-20,22:30:00,8.84,88.4,Normal day,False
2024-03-20,23:00:00,7.01,70.1,Normal day,False
2024-03-20,23:30:00,12.89,128.9,Normal day,False
2024-03-21,00:00:00,9.4,94.0,Normal day,False
2024-03-21,00:30:00,8.71,87.1,Normal day,False
2024-03-21,01:00:00,10.0,100.0,Normal day,False
2024-03-21,01:30:00,14.8,148.0,Normal day,False
2024-03-21,02:00:00,11.78,117.8,Normal day,False
2024-03-21,02:30:00,7.8,78.0,Normal day,False
2024-03-21,03:00:00,8.4,84.0,Normal day,False
2024-03-21,03:30:00,4.92,49.2,Normal day,False
2024-03-21,04:00:00,8.41,84.1,Normal day,False
2024-03-21,04:30:00,9.97,99.7,Normal day,False
2024-03-21,05:00:00,33.11,331.1,Normal day,False
2024-03-21,05:30:00,40.83,408.3,Normal day,False
2024-03-21,06:00:00,34.76,347.6,Normal day,False
2024-03-21,06:30:00,37.66,376.6,Normal day,False
2024-03-21,07:00:00,30.27,302.7,Normal day,False
2024-03-21,07:30:00,34.37,343.7,Normal day,False
2024-03-21,08:00:00,46.09,460.9,Normal day,False
2024-03-21,08:30:00,35.34,353.4,Normal day,False
2024-03-21,09:00:00,18.83,188.3,Normal day,False
2024-03-21,09:30:00,18.34,183.4,Normal day,False
2024-03-21,10:00:00,12.83,128.3,Normal day,False
2024-03-21,10:30:00,17.34,173.4,Normal day,False
2024-03-21,11:00:00,13.09,130.9,Normal day,False
2024-03-21,11:30:00,16.14,161.4,Normal day,False
2024-03-21,12:00:00,50.76,507.6,Normal day,False
2024-03-21,12:30:00,37.09,370.9,Normal day,False
2024-03-21,13:00:00,48.83,488.3,Normal day,False
2024-03-21,13:30:00,47.82,478.2,Normal day,False
2024-03-21,14:00:00,17.77,177.7,Normal day,False
2024-03-21,14:30:00,19.44,194.4,Normal day,False
2024-03-21,15:00:00,15.05,150.5,Normal day,False
2024-03-21,15:30:00,15.69,156.9,Normal day,False
2024-03-21,16:00:00,22.32,223.2,Normal day,False
2024-03-21,16:30:00,18.77,187.7,Normal day,False
2024-03-21,17:00:00,21.48,214.8,Normal day,False
